MOFid,metal,linker,density,Di,logKH_CO2,pure_uptake_CO2_298.00_15000,pure_uptake_methane_298.00_6500000
ja512437u_si_004_clean,[Cd],[C][=C][C][=Branch2][=Branch1][=N][=C][C][=C][Ring1][=Branch1][C][=C][Branch2][Branch1][Ring2][S][/C][=Branch2][Ring2][O][=C][/S][C][=Branch2][Ring1][=Branch1][=C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][S][\-Ring1][=C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][/S][Ring2][Ring1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],1.30634,5.66299,-2.5222798320504576,3.0758082427,4.7853538804
ja5131269_si_003_clean,[Zn],[O][=C][Branch2][Ring1][#Branch2][C][=C][C][=C][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=C][Ring1][#C][OH0],0.663582,10.97224,-3.880493374752651,0.8715679897,14.8002627169
ja5b00365_si_002_clean,[Zn],[O][=C][Branch1][C][OH0][C][=C][C][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][Branch1][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][Branch1][C][C][Branch2][Ring2][#C][C][Ring1][=N][=C][C][Branch2][Ring1][#Branch2][C][Branch1][C][C][Branch2][Ring1][C][C][=C][Ring1][=Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][C][=C][Ring2][Ring1][=N][C][=Ring2][Ring2][C][C][=C][Ring2][Ring2][=Branch1][C],0.4525329999999999,21.77624,-4.601589471085502,0.3565340281,21.3725566418
ja905009e_si_002_clean,[Zn][Mo],[C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N],1.40157,7.4254,-4.473685281623457,0.4480235351,5.0078158411
jacs.5b12237_ja5b12237_si_004_clean,[Pd],[C][=C][C][=Branch1][=Branch1][=C][C][=N][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][C][=C][C][=N][C][=C][Ring1][=Branch1],0.725283,11.25439,-4.539493047861785,0.4291902031,12.2292995931
jacs.5b12516_ja5b12516_si_002_clean,[Cu],[N][C][C][N][Branch1][Branch1][C][C][Ring1][=Branch1][C][C][Ring1][Branch2],1.47307,8.05832,-4.896268097455335,0.190036875,4.6494368817
jacs.6b00564_ja6b00564_si_003_clean,[Zn],[OH0][C][=Branch1][C][=O][C][=C][Branch2][Ring2][P][C][=Branch2][Ring2][O][=C][Branch2][Ring2][Ring1][C][=C][C][=C][C][Branch2][Ring1][#Branch1][C][=C][Branch1][Ring1][C][C][C][Branch1][Ring1][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][NH1][Ring1][N][=N][Ring2][Ring1][C][NH1][Ring2][Ring1][#Branch1][C][C][C][C],1.09942,6.03584,-3.4669438848180216,1.9537711482,4.975170652
jacs.6b02030_ja6b02030_si_002_clean,[Zn],[C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Branch1][C][OH0][C][=C][Branch1][Branch2][C][Branch1][C][OH0][=C][Ring1][O][C][=Branch1][C][=O][OH0],1.61278,9.27826,-1.1332543823618595,4.5432795317,5.3113764221
jacs.6b02030_ja6b02030_si_003_clean,[Zn],[C][=Branch2][Ring1][=Branch2][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Branch1][C][OH0][C][=Branch1][Ring2][=C][Ring1][#Branch2][C][=Branch1][C][=O][OH0][OH0],1.33968,9.33807,-2.750845685972669,3.1952801093,6.5592215118
jacs.6b09155_ja6b09155_si_009_clean,[Co],[C][=C][Branch2][Ring1][#Branch2][C][=Branch1][Branch2][=C][C][=NH0][N][=C][Ring1][Branch1][C][=C][Branch1][O][C][Ring1][O][=C][C][=NH0][N][=C][Ring1][Branch1][F][F],0.846692,8.83227,-4.394603362944537,0.6144522687,9.6784518178
JADBEY_clean,[Ce],[C][=Branch1][C][=O][Branch2][Ring1][#Branch2][C][=C][C][Branch1][S][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][C][=N][Ring1][=Branch2][=N][C][=C][Ring1][#C][OH0],1.35732,5.1025,-0.813871815678273,4.2580135088,4.5299335801
JADJOQ_clean,[Zn],[C@H1][Branch1][C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][OH0],1.03186,5.63389,-4.225763408924856,0.9135202598,8.4052103059
JAHXUM_clean,[Gd],[C][=Branch1][C][=O][Branch1][S][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][OH0],1.33561,7.72066,-4.448348760486762,0.5039588724,5.6942240972
JALPAQ_clean,[Cu],[N][=C][C][=C][Branch2][Ring1][#Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][C][=C][Ring2][Ring1][C],1.6608,3.97561,-5.310091181101221,0.0711582459,1.5266554682
JALTUL_clean,[Li],[C][Branch1][C][N][C][N],0.520686,4.54107,-4.343717765151361,0.6824175628,16.0567141806
JAVWUY_clean,[Ag],[C][C][C][S][C][C][C][S][C][C][C][S][Ring1][N],1.114,5.4801400000000005,-3.640728138520053,2.4165506096,6.373875198
JEBDOK_clean,[In],[OH0][C][=Branch1][C][=O][C][=Branch1][C][=O][OH0],2.73764,4.22366,-3.8723186858200926,0.7459459415,1.4956382175
JEDKEJ_clean,[Cr][Cu],[C][=C][C][=C][C][Branch1][N][C][NH0][C][C][=C][C][=C][C][=N][Ring1][=Branch1][=N][Ring1][#C],0.8059379999999999,11.82785,-5.036237192513764,0.1378625923,7.9506287264
JEJWOL_clean,[Nd],[N][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][Branch2][Ring2][=C][C][=C][C][=C][Branch2][Ring2][C][N][Branch1][S][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][C][=C][Ring2][Ring1][=Branch2][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2],0.647443,9.81493,-2.431352472649247,2.4778785686,15.0385942221
JENKET_SL,[Zn],[C][=C][Branch2][Branch1][N][C][=C][Branch2][Ring1][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],0.704786,12.8466,-4.293639868598551,0.648388115,11.7683762174
JENKIX_SL,[Zn],[C][=Branch2][Branch1][P][=C][C][=Branch2][Ring2][Ring1][=C][C][Branch2][Ring1][#Branch2][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring2][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],1.01231,9.92059,-4.377793232610716,0.5370062325,6.6939149825
JEWCAP_clean,[Cu],[N][=Branch1][P][=C][\CH1][NH0][C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][C][C][/C][Branch1][=Branch1][C][Branch1][C][C][C][C][Branch1][C][C][C],1.11472,6.52252,-3.8353111421964607,1.2505300695,3.1747257624
JILXOS_clean,[Cu],[N][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][NH0][/N][=C][\C][=C][C][=N][C][=C][Ring1][=Branch1],1.57483,4.50507,-3.695927595708531,1.1358670433,2.0739832347
JIQVAH_clean,[Yb][Ru],[C][=C][Branch2][Ring1][Branch1][C][=C][Branch1][O][C][C][Ring1][=Branch1][=N][C][=C][N][=Ring1][=Branch1][N][=C][C][=N][Ring1][N][N][=C][C][=N][Ring2][Ring1][C],1.67874,4.60365,-2.3544726087374053,2.2990737696,2.5565492908
JITQEI_clean,[Cu],[C][=C][C][=Branch1][=Branch1][=C][C][=N][Ring1][=Branch1][C][#C][C][=C][C][=N][C][=C][Ring1][=Branch1],0.96574,4.74821,-3.9440371409014863,1.5293342807,6.1444624791
JIVFUQ_clean,[Zn],[P@][=Branch1][C][=O][Branch2][Ring1][#Branch2][C][=C][Branch2][Ring1][Ring2][C][=C][Branch1][=Branch2][P@@][=Branch1][C][=O][Branch1][C][O][OH0][C][=Branch1][Ring2][=C][Ring1][#Branch2][O][O][Branch1][C][O][OH0],1.14554,6.2294,-4.218784059654017,0.936317559,6.228855574
JIVHIG_clean,[K],[C][=Branch1][#C][=C][Branch1][#Branch1][C][=C][C][=C][Ring1][=Branch1][C][Branch1][C][C][C][OH0],0.999234,5.86134,-3.6231457669329217,1.6543393841,4.2518945319
JIVSEN_clean,[Sm][Cu],[C][=Branch1][C][=O][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][OH0],1.94999,4.65845,-3.1168884514604573,1.3094090141,1.4950902881
JIWKUW_clean,[Na][Tb],[C][=Branch2][Ring2][=C][=C][Branch2][Ring1][#Branch2][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][OH0][C][C][=Branch1][C][=O][OH0][C][N][Branch1][#Branch1][C][C][=Branch1][C][=O][OH0][C][C][=Branch1][C][=O][OH0][OH0],1.43838,5.76284,-4.369177675917728,0.568669003,2.9073360762
JIZJEJ_clean,[Co],[C][=Branch1][C][=O][Branch1][=Branch1][C@@H1][Branch1][C][OH0][C][OH0],1.06947,10.34811,-4.858603536775259,0.2047815851,5.3532849838
JOCLOD_clean,[Co],[C][=C][C][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][C][=C][N][=C][C][=C][Ring1][=Branch1],1.02037,4.31246,-2.382439842901849,4.3838119951,5.3491697819
JOCWIJ_clean,[Cu],[C][N][Branch1][=Branch1][C][=N][N][=Ring1][Branch1][C][C][=Branch1][C][=O][OH0],0.8242069999999999,13.89765,-4.728188586107989,0.2821013715,8.7053977596
JOGBIR_clean,[Cu],[C][C@H1][Branch1][C][C][N][Branch1][=Branch2][C][C][N][Ring1][#Branch1][C][C][=C][C][C][=C],2.08868,4.99322,-4.6884071755315295,0.2862173851,0.6824494735000001
JOHFIW_manual,[Y],[C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Branch1][#Branch2][C][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],1.29813,6.80122,-2.6122490051108627,3.9037074541,6.3496533184
JONKEE_clean,[Cu],[C][=N][N][=C][N][Ring1][Branch1][N][C][=N][N][=C][Ring1][Branch1],1.22571,0.0,-4.181706129439366,0.8652275602,5.2534802052
JOPWUI_clean,[Cd],[C][=C][C][=C][Branch2][Branch1][=N][O][C][C][Branch2][Ring1][C][C][O][C][=C][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][Branch2][Ring1][C][C][O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring2][Ring2][#Branch2][C][=Branch1][C][=O][OH0],1.46937,5.51252,-2.5189187171917897,2.0860158034,2.7622003095
JOQSOZ_clean,[Cu],[N][=C][C][=C][Branch1][N][/N][=C][/NH0][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][Ring1][#C],1.15948,6.10079,-4.170734189382803,0.9585982608,6.3716996282
JORLEJ_clean,[Cd],[C][=C][C][=Branch1][=Branch1][=C][C][=N][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch2][Branch1][#C][C][=C][C][=C][Branch2][Branch1][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][Ring1][N][C][=C][Ring2][Ring2][Branch1][C][=C][C][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][Ring1][N],0.7986949999999999,9.51377,-2.3448855865654266,2.2430922636,10.7731222424
JORQIS_clean,[Ag],[C][C][=N][NH1][C][Branch1][C][C][=C][Ring1][=Branch1][C][=C][Branch1][#Branch1][NH1][N][=C][Ring1][Branch1][C][C],1.17443,4.97926,-4.03627637745398,0.8830020951,3.6083311866
JORVET_clean,[Zn],[C][C][=Branch1][#Branch1][=C][C][=C][C][=Ring1][=Branch1][C][=Branch1][S][=C][Branch1][N][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=N][O][C][C][=C][Branch1][C][O][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=C][C][=C][C][=C][Ring1][=C][Ring1][=Branch1],0.8400249999999999,10.62231,-3.6250263191191032,1.8805535158,11.0729545279
JORYUM_clean,[Ag],[C][C][C][=Branch1][=Branch2][=C][Branch1][C][C][NH1][N][=Ring1][=Branch1][C][C][Branch1][C][C][=N][NH1][C][=Ring1][=Branch1][C],1.07439,7.33951,-4.833421890080348,0.2227685804,4.0472666021
JOSQEN_clean,[Cd],[C][N][C][N][C][N][Ring1][=Branch1][C][N][Branch1][Ring2][C][Ring1][Branch2][C][Ring1][#Branch1],1.36433,4.42427,-3.353975834544884,2.3197440808,2.8034554303
JOVXEZ_clean,[Cu],[C][=Branch1][Branch2][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1],1.13994,4.4888200000000005,-3.49768215023426,2.5290965437,6.2811257546
JOXPIX_clean,[Ag][Gd],[C][=Branch1][C][=O][Branch1][S][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][N][=C][C][=N][Ring1][=Branch2][OH0],2.19565,5.23239,-0.2531798258675731,2.1227315277,1.4178600575
jp2064408_si_002_clean,[Zn],[C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][N][C][=Branch1][C][=O][OH0],0.8768039999999999,12.93309,-3.730106631048423,1.8638149885,11.5703181011
jp302979a_si_002_clean,[Zn],[C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],0.963718,10.98282,-3.739089469069692,1.9590985245,10.5581342974
JUFZER_clean,[Cd],[C][=Branch1][C][=O][Branch2][Ring2][#Branch2][C][=C][Branch2][Ring1][#Branch1][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=C][C][=Branch1][Branch1][=C][Ring2][Ring1][C][C][=Branch1][C][=O][OH0][OH0],1.87804,4.28524,-2.5045514120469496,1.6295999473,1.5784249196
JUGQIN_clean,[Eu],[C][=Branch1][C][=O][Branch2][Ring2][N][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][O][C][C][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][OH0],1.12408,6.60597,-2.416113476491896,4.3975805878,7.0021926449
JUGQOT_clean,[Tb],[C][=Branch1][C][=O][Branch2][Ring2][N][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][O][C][C][O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][OH0],1.16137,6.35365,-2.4706671931731146,3.6453201516,6.8642297128
JUJMOS_clean,[Zn],[C][=Branch1][C][=O][Branch2][Ring1][=C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][C][C][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][OH0],1.00404,10.00436,-3.876177748375701,1.4803433336,7.3052813749
JUJTAL_clean,[Co],[C][=C][Branch2][Ring1][S][C][=C][C][Branch2][Ring1][=Branch1][C][=C][Branch1][=C][C][=Branch1][C][=O][N][C][=C][N][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#C][=C][Ring2][Ring1][Ring1][C][=Branch1][C][=O][N][C][=C][C][=C][N][=C][Ring1][=Branch1],1.10464,5.88047,-3.2339703041446826,3.1716730894,6.1931526024
JUJZEV_clean,[Co],[O][=C][Branch1][C][OH0][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Branch1][=Branch2][P][=Branch1][C][=O][Branch1][C][OH0][OH0][C][=C][Ring1][=N][C][=Branch1][C][=O][OH0],1.57643,4.10763,-3.0520548373461027,1.4795687619,1.899207738
JUJZIZ_clean,[Co],[O][=C][Branch1][C][OH0][C][=C][Branch1][=Branch2][P][=Branch1][C][=O][Branch1][C][OH0][OH0][C][=C][Branch1][N][C][=Branch1][Ring2][=C][Ring1][#Branch2][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],1.63514,3.81435,-3.5042226212418943,1.1901291531,0.8917892535
JUNBOL_clean,[Cd],[OH0][C][=Branch1][C][=O][C][=C][C][Branch1][P][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][=C][C][=Branch1][Ring2][=C][Ring1][S][C][=Branch1][C][=O][OH0],1.56146,4.23505,-4.284111926735412,0.6349741760000001,2.7449187272
JUQTOG_clean,[Co],[O][=C][Branch1][C][OH0][CH0][N][=C][N][=C][Ring1][Branch1],1.28641,7.0124,-4.487066249496223,0.4717675631,4.0347713675
JURKIS_clean,[Mn],[C][=Branch1][C][=O][Branch2][=Branch2][Ring1][C][O][C][=C][C][=Branch2][Branch2][#Branch2][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][=C][C][=Branch2][=Branch1][Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][=Branch1][C][Branch1][Branch1][C][=C][Ring1][#Branch2][=C][Branch2][Ring1][#Branch2][C][=C][Ring1][Branch2][C][=C][Branch1][C][C][C][=C][Branch1][=Branch1][C][=C][Ring1][#Branch1][C][O][C][C][=Branch1][C][=O][OH0][C][=C][Branch1][P][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][C][O][C][C][=Branch1][C][=O][OH0][C][C][=C][Branch1][P][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][C][O][C][C][=Branch1][C][=O][OH0][C][C][OH0],1.05199,7.21804,-3.102206369470401,2.2117393258,4.4727887541
JUSHAI_clean,[Co],[OH0][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],1.27396,5.25447,-2.688205889125764,4.3714802752,4.846065239
JUSHIQ_clean,[Ni],[C][=C][C][=Branch1][N][=C][C][=C][N][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=C][N][Ring1][=N][O],1.28702,5.24488,-2.9539811428246794,4.0950713527,4.8124167074
JUVROJ_clean,[Cd],[C][=Branch1][C][=O][Branch2][Ring2][=N][C][=C][C][=Branch2][Ring2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][C][=Branch1][C][=O][OH0][OH0],1.35621,5.07744,-3.966122081358336,1.2204552176,5.3778154007
JUVWUU_clean,[Mn],[C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=Branch1][#Branch2][=C][Ring1][=Branch2][C][=C][C][=C][Ring1][=N][C][=Branch1][C][=O][OH0],1.22912,4.05171,-0.8864142526474269,3.7694961927,4.284337329
JUXFOZ_clean,[Zn],[OH0][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][=Branch2][C][=C][Branch2][Ring2][=Branch2][C][=Branch2][Ring2][Ring2][=C][Branch2][Ring1][#Branch1][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][Ring1][N][C][=Branch1][=Branch1][=C][Ring2][Ring1][C][C][C][C][C],0.789798,6.56163,-3.172062380032519,4.3321937693,12.415128003
JUZXAD_clean,[Cu],[C][=C][C][=Branch1][=Branch1][=C][C][=N][Ring1][=Branch1][C][=N][N][=C][Branch1][=Branch2][C][=C][C][=N][C][=C][Ring1][=Branch1][O][Ring1][O],1.17179,4.47823,-3.451298640745092,2.5667969466,3.6707316125
KABNIL_clean,[Cu],[C][=C][Branch2][Ring1][O][C][=Branch2][Ring1][C][=C][C][=Branch1][=Branch2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],1.40695,4.822,-3.559246725422609,2.3932691311,4.8849038502
KADLOT_clean,[Cu],[C][=Branch1][C][=O][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][N][=C][N][=C][Ring1][=Branch1][OH0],0.97843,9.00309,-4.298947775959642,0.7001652185,8.994741111
KADLUZ_clean,[Cu],[C][=Branch1][C][=O][Branch2][Ring1][Ring1][C][=C][C][=C][Branch1][=Branch2][C][=C][N][=C][N][=C][Ring1][=Branch1][C][=C][Ring1][N][OH0],0.875377,14.27976,-4.300099865038895,0.7234239556000001,9.5805069167
KAFTUI_clean,[Zn],[F][C][Branch2][Ring2][N][C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring1][=Branch2][Branch1][C][F][F],1.51856,5.18489,-2.8496642468231603,1.8877904203,2.2255266998
KAJZIH_clean,[Cu],[O][=C][Branch1][C][OH0][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][=Branch1][C][=O][OH0],1.73964,8.4847,-4.234845751695979,0.8993414594,3.2517198958
KAKBUW_clean,[Ca],[C][=Branch1][C][=O][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][OH0],0.947498,8.93435,-2.8897302367948114,3.7234210599,7.1937612751
KAKCAD_clean,[Sr],[C][=Branch1][C][=O][Branch2][Branch1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch2][Ring1][#Branch1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][OH0],0.88724,9.06904,-3.5363787165931035,1.5472133826,9.6533009808
KANMIX_clean,[Cu],[OH0][C][=Branch1][C][=O][C][=C][N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0],1.08328,9.77148,-4.196581808714526,0.7102715788,7.5571234047
KAPHUH_clean,[Mn],[N][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1],1.05926,4.86022,-3.02358948997597,3.2275734082,6.3316413219
KARNID_clean,[Cu],[C][=Branch2][Ring2][O][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][C][=C][C][=Branch1][=N][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0][C][=Branch1][C][=O][OH0],0.899644,13.04357,-4.214268094800752,0.8075490374000001,10.9450363403
KASPOL_clean,[Cu],[P@][=Branch1][C][=O][Branch2][Ring1][Ring2][C][=C][C][=C][Branch1][#Branch2][P@][=Branch1][C][=O][Branch1][Ring1][O][C][OH0][C][=C][Ring1][O][Branch1][C][OH0][O][C],1.66595,4.03994,-4.149433402982359,0.615306211,3.0330020765
KASRED_clean,[Cd],[OH0][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Branch1][Branch1][C][=Branch2][Ring2][C][=C][Branch1][S][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][OH0][C][=C][Ring2][Ring2][Ring1],0.889824,7.65199,-3.3825854933340342,2.6519190907,11.3691663263
KATDAM_clean,[Cd],[C][=Branch1][C][=O][Branch2][Ring1][=N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][OH0][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch2][N][C][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][OH0],1.40557,6.25403,-5.2115487929765445,0.0894200493,0.8969261847000001
